-6.40,-2.29,1.32,-0.02,0.09,11.73,-0.38,-0.27,358.34,148
-6.40,-2.29,1.33,-0.06,0.09,11.72,-0.44,-0.30,358.19,149
-6.40,-2.29,1.35,-0.06,0.07,11.74,-0.42,-0.38,358.33,150
-6.40,-2.29,1.36,-0.03,0.10,11.77,-0.41,-0.36,358.34,151
-6.40,-2.29,1.38,-0.04,0.07,11.67,-0.42,-0.35,358.64,152
-6.40,-2.29,1.39,-0.05,0.06,11.75,-0.33,-0.34,358.40,153
-6.40,-2.29,1.40,-0.02,0.07,11.75,-0.35,-0.32,358.55,154
-6.40,-2.29,1.42,-0.02,0.04,11.66,-0.41,-0.27,358.19,155
-6.40,-2.29,1.43,-0.06,0.07,11.65,-0.44,-0.40,358.30,156
-6.40,-2.29,1.45,-0.11,0.14,11.73,-0.39,-0.25,358.31,157
-6.40,-2.29,1.46,-0.06,0.06,11.78,-0.39,-0.32,358.22,158
-6.40,-2.29,1.47,-0.04,0.11,11.65,-0.45,-0.30,358.47,159
-6.40,-2.29,1.49,-0.07,0.11,11.74,-0.34,-0.33,358.16,160
-6.40,-2.29,1.50,-0.10,0.10,11.78,-0.35,-0.30,358.45,161
-6.40,-2.29,1.52,-0.04,0.04,11.78,-0.42,-0.31,358.47,162
-6.40,-2.29,1.53,-0.09,0.14,11.74,-0.44,-0.30,358.29,163
-6.40,-2.29,1.54,-0.04,0.06,11.76,-0.40,-0.35,358.24,164
-6.40,-2.29,1.56,-0.05,0.08,11.73,-0.34,-0.26,358.16,165
-6.40,-2.29,1.57,-0.01,0.11,11.74,-0.38,-0.33,358.09,166
-6.40,-2.29,1.58,-0.06,0.12,11.80,-0.37,-0.32,358.38,167
-6.40,-2.29,1.60,-0.05,0.04,11.75,-0.36,-0.39,358.45,168
-6.40,-2.29,1.61,-0.09,0.12,11.77,-0.39,-0.34,358.45,169
-6.40,-2.29,1.63,-0.01,0.10,11.78,-0.45,-0.32,358.49,170
-6.40,-2.29,1.64,-0.08,0.11,11.71,-0.42,-0.34,358.24,171
-6.40,-2.29,1.65,-0.06,0.09,11.76,-0.38,-0.40,358.36,172
-6.40,-2.29,1.67,-0.06,0.09,11.69,-0.41,-0.35,358.17,173
-6.40,-2.29,1.68,-0.09,0.08,11.79,-0.38,-0.32,358.47,174
-6.40,-2.29,1.70,-0.06,0.10,11.76,-0.45,-0.41,358.34,175
-6.40,-2.29,1.71,-0.09,0.13,11.71,-0.38,-0.33,358.40,176
-6.40,-2.29,1.72,-0.04,0.03,11.66,-0.46,-0.32,358.33,177
-6.40,-2.29,1.74,-0.13,0.10,11.70,-0.39,-0.32,358.21,178
-6.40,-2.29,1.75,-0.11,0.10,11.61,-0.41,-0.35,358.39,179
-6.40,-2.29,1.76,-0.08,0.05,11.71,-0.35,-0.30,358.36,180
-6.40,-2.29,1.78,-0.05,0.11,11.69,-0.32,-0.32,358.19,181
-6.40,-2.29,1.79,-0.09,0.08,11.65,-0.43,-0.34,358.45,182
-6.40,-2.29,1.81,-0.09,0.09,11.81,-0.34,-0.39,358.50,183
-6.40,-2.29,1.82,-0.04,0.07,11.76,-0.37,-0.37,358.41,184
-6.40,-2.29,1.83,-0.01,0.11,11.81,-0.35,-0.34,358.26,185
-6.40,-2.29,1.85,-0.05,0.11,11.72,-0.41,-0.36,358.29,186
-6.40,-2.29,1.86,-0.10,0.06,11.75,-0.44,-0.37,358.36,187
-6.40,-2.29,1.88,-0.09,0.05,11.77,-0.36,-0.40,358.29,188
-6.40,-2.29,1.89,-0.09,0.14,11.75,-0.42,-0.28,357.93,189
-6.40,-2.29,1.90,-0.05,0.11,11.75,-0.42,-0.31,358.33,190
-6.40,-2.29,1.92,-0.04,0.10,11.73,-0.43,-0.36,358.05,191
-6.40,-2.29,1.93,-0.06,0.08,11.70,-0.40,-0.30,358.34,192
-6.40,-2.29,1.95,-0.05,0.04,11.58,-0.44,-0.30,358.16,193
-6.40,-2.29,1.96,-0.11,0.10,11.78,-0.41,-0.27,358.24,194
-6.40,-2.29,1.97,-0.03,0.07,11.81,-0.33,-0.32,358.38,195
-6.40,-2.29,1.99,-0.04,0.05,11.77,-0.31,-0.35,358.26,196
-6.40,-2.29,2.00,-0.05,0.13,11.76,-0.37,-0.30,358.29,197
-6.40,-2.29,2.02,-0.09,0.07,11.71,-0.40,-0.25,358.22,198
-6.40,-2.29,2.03,-0.04,0.05,11.74,-0.37,-0.39,358.14,199
-6.40,-2.29,2.04,-0.10,0.05,11.78,-0.35,-0.29,358.12,200
-6.40,-2.29,2.06,-0.08,0.05,11.79,-0.36,-0.31,358.05,201
-6.40,-2.29,2.07,-0.07,0.08,11.72,-0.40,-0.26,358.34,202
-6.40,-2.29,2.08,-0.01,0.09,11.68,-0.36,-0.35,358.38,203
-6.40,-2.29,2.10,-0.08,0.05,11.81,-0.36,-0.38,358.26,204
-6.40,-2.29,2.11,-0.10,0.09,11.68,-0.42,-0.35,358.24,205
-6.40,-2.29,2.13,-0.07,0.14,11.79,-0.43,-0.34,358.39,206
-6.40,-2.29,2.14,-0.12,0.10,11.77,-0.42,-0.38,358.58,207
-6.40,-2.29,2.15,-0.11,0.07,11.74,-0.45,-0.29,358.29,208
-6.40,-2.29,2.17,-0.06,0.11,11.76,-0.32,-0.48,358.21,209
